Sec,Ticks,msg_type,Channel,Notes,Velocities,Pedal,Tempo
19.471875000000015,0.021875,['note_off'],0,[69],[0],0,120.0
19.50416666666668,0.004166666666666667,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[70, 72, 48, 55, 60, 41]","[64, 100, 64, 64, 64, 100]",4,120.0
19.506250000000016,0.0020833333333333333,['note_on'],0,[41],[58],4,120.0
19.511458333333348,0.0010416666666666667,['note_on'],0,[72],[70],24,120.0
19.55520833333335,0.011458333333333333,['note_off'],0,[70],[0],127,120.0
19.881250000000016,0.3260416666666667,['note_off'],0,[72],[0],127,120.0
19.98645833333335,0.10520833333333333,['note_on'],0,[48],[53],127,120.0
19.99270833333335,0.00625,['note_off'],0,[41],[0],127,120.0
20.000000000000018,0.007291666666666667,['note_on'],0,[48],[100],127,120.0
20.432291666666686,0.4322916666666667,['note_off'],0,[48],[0],127,120.0
20.458333333333353,0.026041666666666668,['note_on'],0,[53],[44],127,120.0
20.480208333333355,0.021875,['note_on'],0,[65],[73],127,120.0
20.50000000000002,0,"['note_off', 'note_on', 'note_on']",0,"[72, 65, 53]","[64, 100, 100]",127,120.0
20.733333333333356,0.23333333333333334,['note_on'],0,[64],[62],127,120.0
20.75000000000002,0,"['note_off', 'note_on']",0,"[65, 64]","[64, 100]",127,120.0
20.769791666666688,0.019791666666666666,['note_off'],0,[65],[0],127,120.0
20.993750000000023,0.005208333333333333,['note_off'],0,[53],[0],122,120.0
20.99479166666669,0.0010416666666666667,['note_on'],0,[45],[55],122,120.0
20.99791666666669,0.003125,['note_on'],0,[65],[73],122,120.0
21.006250000000026,0.00625,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[64, 65, 41, 48, 53, 45]","[64, 100, 64, 64, 64, 100]",127,120.0
21.069791666666692,0.06354166666666666,['note_off'],0,[64],[0],127,120.0
21.281250000000025,0.21145833333333333,['note_off'],0,[65],[0],127,120.0
21.49583333333336,0.21458333333333332,['note_on'],0,[52],[55],127,120.0
21.500000000000025,0.004166666666666667,['note_on'],0,[53],[100],127,120.0
21.53333333333336,0.03333333333333333,['note_off'],0,[45],[0],127,120.0
21.98958333333336,0.45625,['note_on'],0,[57],[62],127,120.0
22.00000000000003,0,"['note_off', 'note_on', 'note_on']",0,"[65, 69, 57]","[64, 100, 100]",127,120.0
22.00625000000003,0.00625,['note_on'],0,[69],[73],127,120.0
22.022916666666696,0.016666666666666666,['note_off'],0,[52],[0],127,120.0
22.19062500000003,0.16770833333333332,['note_off'],0,[57],[0],127,120.0
22.480208333333362,0.2895833333333333,['note_on'],0,[46],[60],127,120.0
22.50000000000003,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[69, 62, 45, 53, 57, 46]","[64, 101, 64, 64, 64, 100]",127,120.0
22.502083333333363,0.0020833333333333333,['note_on'],0,[62],[66],127,120.0
22.50312500000003,0.0010416666666666667,['note_off'],0,[69],[0],127,120.0
22.857291666666697,0.3541666666666667,['note_off'],0,[46],[0],127,120.0
22.952083333333363,0.09479166666666666,['note_on'],0,[53],[46],127,120.0
23.00000000000003,0.04791666666666666,['note_on'],0,[53],[100],127,120.0
23.384375000000027,0.384375,['note_off'],0,[53],[0],127,120.0
23.480208333333362,0.09583333333333333,['note_on'],0,[58],[66],127,120.0
23.50000000000003,0.019791666666666666,['note_on'],0,[58],[100],127,120.0
23.983333333333363,0.013541666666666667,['note_off'],0,[58],[0],120,120.0
23.99062500000003,0.00625,['note_on'],0,[48],[70],127,120.0
23.998958333333363,0.008333333333333333,['note_on'],0,[64],[75],127,120.0
24.00000000000003,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[62, 64, 46, 53, 58, 48]","[64, 94, 64, 64, 64, 100]",127,120.0
24.002083333333363,0.0020833333333333333,['note_off'],0,[62],[0],127,120.0
24.210416666666696,0.20833333333333334,['note_off'],0,[64],[0],127,120.0
24.50000000000003,0.2895833333333333,['note_on'],0,[55],[100],127,120.0
24.504166666666695,0.004166666666666667,['note_on'],0,[55],[59],127,120.0
24.53125000000003,0.027083333333333334,['note_off'],0,[48],[0],127,120.0
24.982291666666693,0.4510416666666667,['note_on'],0,[60],[59],127,120.0
25.00000000000003,0,"['note_off', 'note_on', 'note_on']",0,"[64, 69, 60]","[64, 92, 100]",127,120.0
25.00312500000003,0.003125,['note_off'],0,[55],[0],127,120.0
25.019791666666695,0.016666666666666666,['note_on'],0,[69],[73],127,120.0
25.09895833333336,0.07916666666666666,['note_off'],0,[60],[0],127,120.0
25.25000000000003,0,"['note_off', 'note_on']",0,"[69, 70]","[64, 90]",127,120.0
25.25833333333336,0.008333333333333333,['note_on'],0,[70],[75],127,120.0
25.4947916666667,0.011458333333333333,['note_off'],0,[69],[0],96,120.0
25.500000000000032,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[70, 72, 48, 55, 60, 41]","[64, 100, 64, 64, 64, 100]",96,120.0
25.502083333333367,0.0020833333333333333,['note_on'],0,[41],[60],96,120.0
25.523958333333365,0.010416666666666666,['note_on'],0,[72],[70],127,120.0
25.54062500000003,0.016666666666666666,['note_off'],0,[70],[0],127,120.0
25.97500000000003,0.434375,['note_off'],0,[72],[0],127,120.0
25.991666666666696,0.016666666666666666,['note_on'],0,[48],[55],127,120.0
26.00000000000003,0.008333333333333333,['note_on'],0,[48],[100],127,120.0
26.02395833333336,0.02395833333333333,['note_off'],0,[41],[0],127,120.0
26.47395833333336,0.45,['note_off'],0,[48],[0],127,120.0
26.480208333333362,0.00625,['note_on'],0,[53],[51],127,120.0
26.496875000000028,0.016666666666666666,['note_on'],0,[65],[66],127,120.0
26.50000000000003,0,"['note_off', 'note_on', 'note_on']",0,"[72, 65, 53]","[64, 100, 100]",127,120.0
26.73437500000003,0.234375,['note_on'],0,[64],[62],127,120.0
26.75000000000003,0,"['note_off', 'note_on']",0,"[65, 64]","[64, 100]",127,120.0
26.894791666666695,0.1375,['note_off'],0,[65],[0],114,120.0
26.96458333333337,0.00625,['note_off'],0,[53],[0],86,120.0
26.988541666666702,0.011458333333333333,['note_on'],0,[45],[51],127,120.0
27.000000000000036,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on']",0,"[64, 65, 41, 48, 53, 45, 65]","[64, 100, 64, 64, 64, 100, 75]",127,120.0
27.068750000000037,0.06875,['note_off'],0,[64],[0],127,120.0
27.272916666666703,0.20416666666666666,['note_off'],0,[65],[0],127,120.0
27.482291666666704,0.209375,['note_on'],0,[52],[51],127,120.0
27.50000000000004,0.017708333333333333,['note_on'],0,[53],[100],127,120.0
27.519791666666706,0.019791666666666666,['note_off'],0,[45],[0],127,120.0
27.98125000000004,0.4614583333333333,['note_on'],0,[57],[51],127,120.0
28.00000000000004,0,"['note_off', 'note_on', 'note_on']",0,"[65, 72, 57]","[64, 100, 100]",127,120.0
28.009375000000038,0.009375,['note_on'],0,[72],[73],127,120.0
28.023958333333372,0.014583333333333334,['note_off'],0,[52],[0],127,120.0
28.213541666666707,0.18958333333333333,['note_off'],0,[57],[0],127,120.0
28.239583333333375,0.026041666666666668,['note_off'],0,[72],[0],127,120.0
28.46979166666671,0.23020833333333332,['note_on'],0,[46],[60],127,120.0
28.496875000000042,0.027083333333333334,['note_on'],0,[72],[77],127,120.0
28.500000000000043,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[72, 72, 45, 53, 57, 46]","[64, 100, 64, 64, 64, 100]",127,120.0
28.880208333333375,0.3802083333333333,['note_off'],0,[46],[0],127,120.0
28.980208333333376,0.1,['note_on'],0,[53],[42],127,120.0
29.000000000000043,0.019791666666666666,['note_on'],0,[53],[100],127,120.0
29.12604166666671,0.12604166666666666,['note_off'],0,[72],[0],127,120.0
29.250000000000043,0,"['note_off', 'note_on']",0,"[72, 74]","[64, 100]",127,120.0
29.264583333333377,0.014583333333333334,['note_on'],0,[74],[68],127,120.0
29.484375000000043,0.21979166666666666,['note_off'],0,[53],[0],127,120.0
29.500000000000043,0,"['note_off', 'note_on', 'note_on']",0,"[74, 70, 58]","[64, 100, 100]",127,120.0
29.506250000000044,0.00625,['note_on'],0,[58],[50],127,120.0
29.52395833333338,0.017708333333333333,['note_on'],0,[70],[75],127,120.0
29.55208333333338,0.028125,['note_off'],0,[74],[0],127,120.0
29.696875000000045,0.14479166666666665,['note_off'],0,[58],[0],127,120.0
29.750000000000046,0,"['note_off', 'note_on']",0,"[70, 69]","[64, 100]",127,120.0
29.769791666666713,0.019791666666666666,['note_on'],0,[69],[59],127,120.0
29.80208333333338,0.03229166666666666,['note_off'],0,[70],[0],127,120.0
30.018750000000047,0.005208333333333333,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[69, 70, 46, 53, 58, 48]","[64, 100, 64, 64, 64, 100]",110,120.0
30.04895833333338,0.00625,['note_on'],0,[70],[75],118,120.0
30.072916666666714,0.011458333333333333,['note_on'],0,[47],[59],127,120.0
30.10833333333338,0.035416666666666666,['note_off'],0,[69],[0],127,120.0
30.204166666666715,0.09583333333333333,['note_off'],0,[47],[0],127,120.0
30.44062500000005,0.23645833333333333,['note_on'],0,[55],[26],127,120.0
30.50000000000005,0.059375,['note_on'],0,[55],[100],127,120.0
30.844791666666715,0.34479166666666666,['note_off'],0,[70],[0],127,120.0
30.960416666666717,0.11562499999999999,['note_off'],0,[55],[0],127,120.0
30.993750000000052,0.03333333333333333,['note_on'],0,[60],[62],127,120.0
30.995833333333387,0.0020833333333333333,['note_on'],0,[69],[73],127,120.0
31.000000000000053,0,"['note_off', 'note_on', 'note_on']",0,"[70, 69, 60]","[64, 100, 100]",127,120.0
31.11979166666672,0.11979166666666667,['note_off'],0,[60],[0],127,120.0
31.250000000000053,0,"['note_off', 'note_on']",0,"[69, 70]","[64, 100]",127,120.0
31.255208333333385,0.005208333333333333,['note_on'],0,[70],[78],127,120.0
31.436458333333384,0.011458333333333333,['note_off'],0,[69],[0],0,120.0
31.50000000000005,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[70, 72, 48, 55, 60, 41]","[64, 100, 64, 64, 64, 100]",0,120.0
31.522916666666717,0.016666666666666666,['note_on'],0,[41],[50],1,120.0
31.58437500000005,0.03229166666666666,"['note_on', 'note_off']",0,"[72, 70]","[68, 0]",127,120.0
31.74791666666672,0.16354166666666667,['note_off'],0,[72],[0],127,120.0
31.97291666666672,0.225,['note_on'],0,[48],[42],127,120.0
32.00000000000005,0.027083333333333334,['note_on'],0,[48],[100],127,120.0
32.02395833333338,0.02395833333333333,['note_off'],0,[41],[0],127,120.0
32.25000000000005,0,"['note_off', 'note_on']",0,"[72, 77]","[64, 100]",127,120.0
32.26250000000005,0.0125,['note_on'],0,[77],[73],127,120.0
32.50000000000005,0,"['note_off', 'note_on', 'note_on']",0,"[77, 76, 53]","[64, 100, 100]",127,120.0
32.51354166666672,0.013541666666666667,['note_on'],0,[76],[81],127,120.0
32.53541666666672,0.021875,['note_on'],0,[53],[59],127,120.0
32.54687500000005,0.011458333333333333,['note_off'],0,[77],[0],127,120.0
32.55312500000005,0.00625,['note_off'],0,[48],[0],127,120.0
32.73125000000005,0.178125,['note_on'],0,[77],[55],127,120.0
32.75000000000005,0,"['note_off', 'note_on']",0,"[76, 77]","[64, 100]",127,120.0
32.78958333333338,0.03958333333333333,['note_off'],0,[76],[0],127,120.0
32.84166666666672,0.052083333333333336,['note_off'],0,[53],[0],127,120.0
33.00000000000005,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[77, 72, 41, 48, 53, 45]","[64, 100, 64, 64, 64, 100]",127,120.0
33.02187500000005,0.021875,['note_on'],0,[45],[53],127,120.0
33.03854166666672,0.016666666666666666,['note_on'],0,[71],[57],127,120.0
33.04062500000005,0.0020833333333333333,['note_on'],0,[72],[55],127,120.0
33.10729166666672,0.06666666666666667,['note_off'],0,[77],[0],127,120.0
33.24479166666672,0.1375,['note_off'],0,[72],[0],127,120.0
33.45520833333339,0.21041666666666667,['note_off'],0,[45],[0],127,120.0
33.471875000000054,0.016666666666666666,['note_on'],0,[52],[51],127,120.0
33.50000000000006,0.028125,['note_on'],0,[53],[100],127,120.0
33.52395833333339,0.02395833333333333,['note_off'],0,[71],[0],127,120.0
33.75000000000006,0,"['note_off', 'note_on']",0,"[72, 77]","[64, 100]",127,120.0
33.76562500000006,0.015625,['note_on'],0,[77],[66],127,120.0
33.98541666666672,0.21979166666666666,['note_on'],0,[57],[55],127,120.0
33.99583333333339,0.010416666666666666,['note_on'],0,[76],[68],127,120.0
34.00000000000006,0,"['note_off', 'note_on', 'note_on']",0,"[77, 76, 57]","[64, 100, 100]",127,120.0
34.02395833333339,0.02395833333333333,['note_off'],0,[52],[0],127,120.0
34.034375000000054,0.010416666666666666,['note_off'],0,[77],[0],127,120.0
34.22291666666672,0.18854166666666666,['note_on'],0,[77],[40],127,120.0
34.23437500000005,0.011458333333333333,['note_off'],0,[57],[0],127,120.0
34.25000000000005,0,"['note_off', 'note_on']",0,"[76, 77]","[64, 100]",127,120.0
34.48958333333337,0.011458333333333333,['note_off'],0,[76],[0],84,120.0
34.49583333333337,0.00625,['note_on'],0,[46],[58],84,120.0
34.51875000000004,0.011458333333333333,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[77, 72, 45, 53, 57, 46]","[64, 100, 64, 64, 64, 100]",90,120.0
34.54895833333337,0.011458333333333333,['note_on'],0,[74],[77],127,120.0
34.61770833333337,0.06875,['note_off'],0,[77],[0],127,120.0
34.94062500000003,0.3229166666666667,['note_off'],0,[46],[0],127,120.0
34.9947916666667,0.05416666666666667,['note_on'],0,[53],[44],127,120.0
35.000000000000036,0.005208333333333333,['note_on'],0,[53],[100],127,120.0
35.468750000000036,0.46875,['note_off'],0,[53],[0],127,120.0
35.495833333333366,0.027083333333333334,['note_on'],0,[58],[32],127,120.0
35.500000000000036,0.004166666666666667,['note_on'],0,[58],[100],127,120.0
35.67395833333337,0.17395833333333333,['note_off'],0,[58],[0],127,120.0
35.969791666666694,0.04791666666666666,['note_off'],0,[74],[0],2,120.0
35.98229166666669,0.0010416666666666667,['note_on'],0,[48],[59],22,120.0
35.996875000000024,0.014583333333333334,['note_on'],0,[76],[79],22,120.0
36.03125000000002,0.016666666666666666,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[72, 74, 46, 53, 58, 48]","[64, 100, 64, 64, 64, 100]",127,120.0
36.463541666666686,0.4322916666666667,['note_on'],0,[55],[59],127,120.0
36.46979166666669,0.00625,['note_off'],0,[48],[0],127,120.0
36.50000000000002,0.030208333333333334,['note_on'],0,[55],[100],127,120.0
37.00000000000002,0,"['note_off', 'note_on', 'note_on']",0,"[74, 76, 60]","[64, 100, 100]",127,120.0
37.00520833333336,0.005208333333333333,['note_on'],0,[60],[64],127,120.0
37.043750000000024,0.03854166666666667,['note_off'],0,[55],[0],127,120.0
37.50000000000002,0,"['note_off', 'note_on', 'note_off', 'note_off', 'note_off', 'note_on']",0,"[76, 77, 48, 55, 60, 38]","[64, 100, 64, 64, 64, 100]",127,120.0
37.75000000000002,0.25,['note_off'],0,[76],[0],127,120.0
37.78125000000002,0.03125,['note_off'],0,[60],[0],127,120.0
38.25000000000002,0.46875,['note_off'],0,[77],[64],127,120.0
39.00000000000002,0.75,['note_off'],0,[38],[64],127,120.0
151.46770833333335,0,"['note_on', 'note_on', 'note_on']",0,"[106, 106, 106]","[10, 10, 10]",127,120.0
151.51250000000002,0,"['note_on', 'note_on', 'note_on']",0,"[108, 108, 108]","[15, 15, 15]",127,120.0
151.5447916666667,0,"['note_on', 'note_on', 'note_on']",0,"[107, 107, 107]","[13, 13, 13]",127,120.0
153.34270833333338,0,"['note_on', 'note_on', 'note_on']",0,"[104, 104, 104]","[1, 1, 1]",127,120.0
153.85625000000005,0,"['note_on', 'note_on', 'note_on']",0,"[105, 105, 105]","[1, 1, 1]",127,120.0
172.00000000000006,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off', 'note_off']",,"[106, 106, 106, 108, 108, 108, 107, 107, 107, 104, 104, 104, 105, 105, 105]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127,120.0
