Unnamed: 0,sec,tick,bpm,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan,tempo
11655,12.14,11655,120.0,['note_off'],[0],[71],[0],ppp,0,1,0,0,0,0,500000
11731,12.219,11731,120.0,['note_off'],[0],[68],[0],ppp,0,1,0,0,0,0,500000
12164,12.67,12164,120.0,['note_off'],[0],[76],[0],ppp,0,1,0,0,0,0,500000
12169,12.676,12169,120.0,['note_on'],[0],[74],[55],p,0,1,0,0,0,0,500000
12171,12.678,12171,120.0,['note_off'],[0],[56],[0],ppp,0,1,0,0,0,0,500000
12181,12.688,12181,120.0,['note_off'],[0],[64],[0],ppp,0,1,0,0,0,0,500000
12282,12.793,12282,120.0,['note_off'],[0],[52],[0],ppp,0,1,0,0,0,0,500000
12858,13.393,12858,120.0,['note_off'],[0],[74],[0],ppp,0,1,0,0,0,0,500000
12895,13.432,12895,120.0,['note_on'],[0],[57],[31],ppp,0,1,0,0,0,0,500000
12896,13.433,12896,120.0,['note_on'],[0],[69],[48],pp,0,1,0,0,0,0,500000
12906,13.443,12906,120.0,['note_on'],[0],[61],[34],ppp,0,1,0,0,0,0,500000
12933,13.471,12933,120.0,['note_on'],[0],[73],[56],p,0,1,0,0,0,0,500000
13029,13.571,13029,120.0,['note_on'],[0],[64],[31],ppp,0,1,0,0,0,0,500000
13178,13.727,13178,120.0,['note_off'],[0],[69],[0],ppp,0,1,0,0,0,0,500000
13255,13.807,13255,120.0,['note_off'],[0],[57],[0],ppp,0,1,0,0,0,0,500000
13264,13.816,13264,120.0,['note_on'],[0],[76],[42],pp,0,1,0,0,0,0,500000
13280,13.833,13280,120.0,['note_off'],[0],[61],[0],ppp,0,1,0,0,0,0,500000
13286,13.839,13286,120.0,['note_off'],[0],[64],[0],ppp,0,1,0,0,0,0,500000
13572,14.137,13572,120.0,['note_off'],[0],[73],[0],ppp,0,1,0,0,0,0,500000
13611,14.178,13611,120.0,['note_off'],[0],[76],[0],ppp,0,1,0,0,0,0,500000
13975,14.557,13975,120.0,['note_off'],[0],[81],[0],ppp,0,1,0,0,0,0,500000
14317,14.913,14317,120.0,['note_off'],[0],[80],[0],ppp,0,1,0,0,0,0,500000
14323,14.919,14323,120.0,['note_on'],[0],[54],[34],ppp,0,1,0,0,0,0,500000
14335,14.932,14335,120.0,['note_on'],[0],[64],[14],ppp,0,1,0,0,0,0,500000
14370,14.968,14370,120.0,['note_on'],[0],[73],[34],ppp,0,1,0,0,0,0,500000
14392,14.991,14392,120.0,['note_on'],[0],[76],[36],pp,0,1,0,0,0,0,500000
14394,14.993,14394,120.0,['note_on'],[0],[57],[28],ppp,0,1,0,0,0,0,500000
14398,14.997,14398,120.0,['note_on'],[0],[83],[46],pp,0,1,0,0,0,0,500000
14590,15.197,14590,120.0,['note_off'],[0],[54],[0],ppp,0,1,0,0,0,0,500000
14656,15.266,14656,120.0,['note_off'],[0],[76],[0],ppp,0,1,0,0,0,0,500000
14687,15.298,14687,120.0,['note_off'],[0],[57],[0],ppp,0,1,0,0,0,0,500000
14693,15.305,14693,120.0,['note_off'],[0],[64],[0],ppp,0,1,0,0,0,0,500000
14719,15.332,14719,120.0,['note_off'],[0],[73],[0],ppp,0,1,0,0,0,0,500000
14785,15.401,14785,120.0,['note_on'],[0],[81],[51],p,0,1,0,0,0,0,500000
14987,15.611,14987,120.0,['note_off'],[0],[83],[0],ppp,0,1,0,0,0,0,500000
15084,15.712,15084,120.0,['note_off'],[0],[81],[0],ppp,0,1,0,0,0,0,500000
15457,16.101,15457,120.0,['note_on'],[0],[80],[48],pp,0,1,0,0,0,0,500000
15503,16.148,15503,120.0,['note_on'],[0],[78],[46],pp,0,1,0,0,0,0,500000
15599,16.248,15599,120.0,['note_off'],[0],[80],[0],ppp,0,1,0,0,0,0,500000
15776,16.433,15776,120.0,['note_off'],[0],[78],[0],ppp,0,1,0,0,0,0,500000
15831,16.49,15831,120.0,['note_on'],[0],[50],[17],ppp,0,1,0,0,0,0,500000
15853,16.513,15853,120.0,['note_on'],[0],[72],[28],ppp,0,1,0,0,0,0,500000
15855,16.515,15855,120.0,['note_on'],[0],[62],[14],ppp,0,1,0,0,0,0,500000
15860,16.52,15860,120.0,['note_on'],[0],[69],[31],ppp,0,1,0,0,0,0,500000
15929,16.592,15929,120.0,['note_on'],[0],[57],[15],ppp,0,1,0,0,0,0,500000
16410,17.093,16410,120.0,['note_on'],[0],[77],[32],ppp,0,1,0,0,0,0,500000
16411,17.094,16411,120.0,['note_off'],[0],[50],[0],ppp,0,1,0,0,0,0,500000
16431,17.115,16431,120.0,['note_off'],[0],[57],[0],ppp,0,1,0,0,0,0,500000
16436,17.12,16436,120.0,['note_off'],[0],[72],[0],ppp,0,1,0,0,0,0,500000
16482,17.168,16482,120.0,['note_off'],[0],[77],[0],ppp,0,1,0,0,0,0,500000
16488,17.175,16488,120.0,['note_off'],[0],[69],[0],ppp,0,1,0,0,0,0,500000
17237,17.955,17237,120.0,['note_off'],[0],[62],[0],ppp,0,1,0,0,0,0,500000
17320,18.041,17320,120.0,['note_on'],[0],[64],[25],ppp,0,1,0,0,0,0,500000
17326,18.047,17326,120.0,['note_on'],[0],[68],[53],p,0,1,0,0,0,0,500000
17333,18.055,17333,120.0,['note_on'],[0],[52],[15],ppp,0,1,0,0,0,0,500000
17359,18.082,17359,120.0,['note_on'],[0],[56],[21],ppp,0,1,0,0,0,0,500000
17380,18.104,17380,120.0,['note_on'],[0],[71],[40],pp,0,1,0,0,0,0,500000
17407,18.132,17407,120.0,['note_on'],[0],[76],[46],pp,0,1,0,0,0,0,500000
17598,18.331,17598,120.0,['note_off'],[0],[68],[0],ppp,0,1,0,0,0,0,500000
17664,18.4,17664,120.0,['note_off'],[0],[71],[0],ppp,0,1,0,0,0,0,500000
18111,18.865,18111,120.0,['note_off'],[0],[76],[0],ppp,0,1,0,0,0,0,500000
