Sec,Ticks,msg_type,Channel,Notes,Velocities,Pedal,Tempo
47.89453125,0,"['note_off', 'note_on']",0,"[72, 71]","[62, 64]",,64.0
47.953125,0,"['note_off', 'note_on']",0,"[71, 72]","[62, 64]",,64.0
48.01171875,0,"['note_off', 'note_on']",0,"[72, 71]","[66, 64]",,64.0
48.0703125,0,"['note_off', 'note_on']",0,"[71, 72]","[70, 64]",,64.0
48.12890625,0,"['note_off', 'note_on']",0,"[72, 71]","[69, 64]",,64.0
48.1875,0,"['note_off', 'note_on']",0,"[71, 72]","[57, 64]",,64.0
48.24609375,0,"['note_off', 'note_on']",1,"[72, 71]","[69, 64]",,64.0
48.2890625,0.04296875,['note_off'],1,[57],[54],,64.0
48.29296875,0.00390625,['note_on'],0,[56],[64],,64.0
48.3046875,0,"['note_off', 'note_on']",0,"[71, 72]","[61, 64]",,64.0
48.36328125,0,"['note_off', 'note_on']",0,"[72, 71]","[68, 64]",,64.0
48.5390625,0,"['note_off', 'note_on']",0,"[71, 69]","[52, 64]",,64.0
48.734375,0.1953125,['note_off'],1,[69],[65],,64.0
48.76171875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[56, 57, 52, 45]","[72, 64, 80, 64]",,64.0
48.78515625,0.0234375,['note_on'],1,[69],[64],,64.0
49.2421875,0.45703125,['note_on'],1,[60],[64],,64.0
49.69921875,0,"['note_off', 'note_off']",1,"[57, 45]","[68, 74]",,64.0
49.7109375,0,"['note_off', 'note_on']",0,"[60, 62]","[54, 64]",,64.0
49.72265625,0.01171875,['note_off'],1,[69],[82],,64.0
50.16796875,0.4453125,['note_on'],1,[55],[64],,64.0
50.1796875,0,"['note_off', 'note_on']",1,"[62, 64]","[41, 64]",,64.0
50.63671875,0,"['note_off', 'note_on']",1,"[55, 57]","[43, 64]",,64.0
50.6484375,0,"['note_off', 'note_on']",1,"[64, 65]","[50, 64]",,64.0
51.10546875,0,"['note_off', 'note_on']",1,"[57, 59]","[65, 64]",,64.0
51.3125,0.20703125,['note_off'],1,[65],[61],,64.0
51.36328125,0.05078125,['note_on'],1,[67],[64],,64.0
51.48046875,0.1171875,['note_off'],1,[67],[64],,64.0
51.48828125,0.0078125,['note_on'],1,[65],[64],,64.0
51.57421875,0,"['note_off', 'note_on']",1,"[59, 60]","[63, 64]",,64.0
51.59765625,0.0234375,['note_on'],1,[64],[64],,64.0
51.60546875,0.0078125,['note_off'],1,[65],[64],,64.0
52.06640625,0,"['note_off', 'note_on']",1,"[64, 69]","[40, 64]",,64.0
52.27734375,0,"['note_off', 'note_on']",1,"[60, 62]","[69, 64]",,64.0
52.39453125,0.1171875,['note_off'],1,[62],[64],,64.0
52.40234375,0.0078125,['note_on'],1,[60],[64],,64.0
52.51171875,0.109375,['note_on'],1,[59],[64],,64.0
52.51953125,0.0078125,['note_off'],1,[60],[64],,64.0
52.53515625,0,"['note_off', 'note_on']",1,"[69, 62]","[51, 64]",,64.0
52.98046875,0,"['note_off', 'note_on', 'note_on']",1,"[59, 64, 43]","[52, 64, 64]",,64.0
53.00390625,0,"['note_off', 'note_on']",1,"[62, 67]","[49, 64]",,64.0
53.44921875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[64, 57, 43, 45]","[57, 64, 55, 64]",,64.0
53.70703125,0,"['note_off', 'note_on']",1,"[67, 69]","[52, 64]",,64.0
53.91796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[57, 62, 45, 47]","[41, 64, 65, 64]",,64.0
53.94140625,0,"['note_off', 'note_on']",1,"[69, 67]","[59, 64]",,64.0
54.17578125,0,"['note_off', 'note_on']",3,"[67, 65]","[40, 64]",,64.0
54.38671875,0,"['note_off', 'note_on']",1,"[47, 48]","[52, 64]",,64.0
54.41015625,0,"['note_off', 'note_on']",1,"[65, 64]","[62, 64]",,64.0
54.7265625,0.31640625,['note_off'],1,[64],[51],,64.0
54.85546875,0,"['note_off', 'note_on']",0,"[62, 55]","[53, 64]",,64.0
54.87890625,0,"['note_on', 'note_on']",3,"[67, 64]","[64, 64]",,64.0
55.08984375,0,"['note_off', 'note_on']",3,"[48, 50]","[61, 64]",,64.0
55.20703125,0.1171875,['note_off'],3,[50],[64],,64.0
55.21484375,0.0078125,['note_on'],1,[48],[64],,64.0
55.22265625,0.0078125,['note_off'],1,[64],[29],,64.0
55.32421875,0,"['note_off', 'note_on', 'note_on']",3,"[55, 62, 47]","[46, 64, 64]",,64.0
55.33203125,0.0078125,['note_off'],0,[48],[64],,64.0
55.34765625,0,"['note_off', 'note_on', 'note_on']",1,"[67, 69, 66]","[44, 64, 64]",,64.0
55.66796875,0.3203125,['note_off'],3,[66],[61],,64.0
55.79296875,0,"['note_off', 'note_on']",0,"[47, 52]","[58, 64]",,64.0
55.81640625,0,"['note_off', 'note_on', 'note_on']",1,"[69, 71, 67]","[52, 64, 64]",,64.0
56.26171875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[62, 60, 52, 45]","[50, 64, 65, 64]",,64.0
56.28515625,0,"['note_off', 'note_on']",1,"[71, 72]","[69, 64]",,64.0
56.640625,0.35546875,['note_off'],1,[67],[46],,64.0
56.73046875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[60, 57, 45, 50]","[68, 64, 58, 64]",,64.0
56.75390625,0.0234375,['note_on'],0,[66],[64],,64.0
56.98828125,0,"['note_off', 'note_on']",0,"[72, 74]","[73, 64]",,64.0
57.10546875,0.1171875,['note_off'],0,[74],[64],,64.0
57.11328125,0.0078125,['note_on'],1,[72],[64],,64.0
57.19921875,0,"['note_off', 'note_on']",0,"[57, 64]","[41, 64]",,64.0
57.22265625,0,"['note_on', 'note_off', 'note_on']",0,"[71, 66, 68]","[64, 70, 64]",,64.0
57.23046875,0.0078125,['note_off'],3,[72],[64],,64.0
57.43359375,0,"['note_off', 'note_on']",3,"[50, 52]","[54, 64]",,64.0
57.66796875,0,"['note_off', 'note_on']",0,"[52, 50]","[58, 64]",,64.0
57.69140625,0,"['note_off', 'note_on', 'note_off', 'note_on']",3,"[71, 72, 68, 69]","[59, 64, 69, 64]",,64.0
57.90234375,0,"['note_off', 'note_on']",1,"[50, 48]","[72, 64]",,64.0
58.13671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[64, 62, 48, 47]","[51, 64, 40, 64]",,64.0
58.16015625,0,"['note_off', 'note_on']",1,"[72, 74]","[72, 64]",,64.0
58.58984375,0.4296875,['note_off'],1,[69],[72],,64.0
58.60546875,0,"['note_off', 'note_off', 'note_on']",0,"[62, 47, 46]","[72, 69, 64]",,64.0
58.62890625,0,"['note_off', 'note_on']",1,"[74, 76]","[52, 64]",,64.0
58.640625,0.01171875,['note_on'],3,[67],[64],,64.0
59.07421875,0,"['note_off', 'note_on']",0,"[46, 45]","[65, 64]",,64.0
59.09765625,0,"['note_off', 'note_on']",1,"[76, 77]","[40, 64]",,64.0
59.109375,0,"['note_off', 'note_on']",3,"[67, 69]","[42, 64]",,64.0
59.54296875,0,"['note_off', 'note_on']",1,"[45, 43]","[72, 64]",,64.0
59.578125,0,"['note_off', 'note_on']",0,"[69, 71]","[62, 64]",,64.0
59.80078125,0,"['note_off', 'note_on']",0,"[77, 79]","[73, 64]",,64.0
59.91796875,0.1171875,['note_off'],0,[79],[64],,64.0
59.92578125,0.0078125,['note_on'],3,[77],[64],,64.0
60.01171875,0,"['note_off', 'note_on']",0,"[43, 45]","[63, 64]",,64.0
60.03515625,0.0234375,['note_on'],0,[76],[64],,64.0
60.04296875,0.0078125,['note_off'],1,[77],[64],,64.0
60.046875,0,"['note_off', 'note_on']",1,"[71, 72]","[66, 64]",,64.0
60.48046875,0,"['note_on', 'note_off', 'note_on']",0,"[57, 45, 54]","[64, 39, 64]",,64.0
60.50390625,0,"['note_off', 'note_on']",1,"[76, 81]","[39, 64]",,64.0
60.6484375,0.14453125,['note_off'],1,[72],[61],,64.0
60.75,0.1015625,['note_on'],1,[74],[64],,64.0
60.8671875,0.1171875,['note_off'],1,[74],[64],,64.0
60.875,0.0078125,['note_on'],1,[72],[64],,64.0
60.94921875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[57, 59, 54, 55]","[43, 64, 62, 64]",,64.0
60.97265625,0,"['note_off', 'note_on']",1,"[81, 74]","[47, 64]",,64.0
60.984375,0.01171875,['note_on'],1,[71],[64],,64.0
60.9921875,0.0078125,['note_off'],1,[72],[64],,64.0
61.33984375,0.34765625,['note_off'],1,[71],[47],,64.0
61.41796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[59, 61, 55, 52]","[63, 64, 74, 64]",,64.0
61.44140625,0,"['note_off', 'note_on']",1,"[74, 79]","[66, 64]",,64.0
61.453125,0.01171875,['note_on'],1,[76],[64],,64.0
61.88671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[61, 62, 52, 50]","[55, 64, 79, 64]",,64.0
61.921875,0,"['note_off', 'note_on']",0,"[76, 69]","[16, 64]",,64.0
62.14453125,0,"['note_off', 'note_on']",0,"[79, 81]","[58, 64]",,64.0
62.37890625,0,"['note_off', 'note_on']",1,"[81, 79]","[62, 64]",,64.0
62.390625,0,"['note_off', 'note_on']",1,"[69, 74]","[54, 64]",,64.0
62.58984375,0,"['note_off', 'note_on']",0,"[62, 64]","[59, 64]",,64.0
62.61328125,0,"['note_off', 'note_on']",1,"[79, 77]","[61, 64]",,64.0
62.70703125,0.09375,['note_off'],1,[64],[64],,64.0
62.71484375,0.0078125,['note_on'],1,[62],[64],,64.0
62.82421875,0,"['note_on', 'note_off', 'note_on']",1,"[60, 50, 52]","[64, 52, 64]",,64.0
62.83203125,0.0078125,['note_off'],0,[62],[64],,64.0
62.84765625,0,"['note_off', 'note_on']",1,"[77, 76]","[63, 64]",,64.0
63.09375,0,"['note_off', 'note_on']",1,"[74, 76]","[63, 64]",,64.0
63.27734375,0.18359375,['note_off'],1,[60],[66],,64.0
63.29296875,0,"['note_on', 'note_off', 'note_on']",0,"[65, 52, 53]","[64, 68, 64]",,64.0
63.31640625,0,"['note_off', 'note_on']",1,"[76, 81]","[40, 64]",,64.0
63.328125,0,"['note_off', 'note_on']",1,"[76, 74]","[43, 64]",,64.0
63.5625,0,"['note_off', 'note_on']",1,"[74, 72]","[44, 64]",,64.0
63.76171875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[65, 59, 53, 55]","[64, 64, 66, 64]",,64.0
63.78515625,0,"['note_off', 'note_on']",1,"[81, 74]","[43, 64]",,64.0
63.796875,0,"['note_off', 'note_on']",1,"[72, 71]","[73, 64]",,64.0
64.23046875,0,"['note_off', 'note_on']",0,"[59, 64]","[54, 64]",,64.0
64.25390625,0,"['note_off', 'note_on']",1,"[74, 82]","[68, 64]",,64.0
64.265625,0,"['note_off', 'note_on']",3,"[71, 79]","[12, 64]",,64.0
64.46484375,0,"['note_off', 'note_on']",3,"[55, 57]","[61, 64]",,64.0
64.58203125,0.1171875,['note_off'],3,[57],[64],,64.0
64.58984375,0.0078125,['note_on'],3,[55],[64],,64.0
64.69921875,0.109375,['note_on'],3,[53],[64],,64.0
64.70703125,0.0078125,['note_off'],0,[55],[64],,64.0
64.72265625,0,"['note_off', 'note_on']",1,"[82, 81]","[63, 64]",,64.0
64.734375,0,"['note_off', 'note_on']",1,"[79, 73]","[51, 64]",,64.0
64.93359375,0,"['note_off', 'note_on']",1,"[64, 65]","[52, 64]",,64.0
65.16796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[65, 64, 53, 58]","[1, 64, 36, 64]",,64.0
65.19140625,0,"['note_off', 'note_on']",1,"[81, 79]","[66, 64]",,64.0
65.203125,0,"['note_off', 'note_on']",1,"[73, 74]","[50, 64]",,64.0
65.40234375,0,"['note_off', 'note_on']",0,"[64, 62]","[52, 64]",,64.0
65.42578125,0,"['note_off', 'note_on']",1,"[79, 77]","[55, 64]",,64.0
65.63671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[62, 61, 58, 52]","[66, 64, 73, 64]",,64.0
65.66015625,0,"['note_off', 'note_on']",1,"[77, 79]","[51, 64]",,64.0
65.671875,0,"['note_off', 'note_on']",0,"[74, 76]","[65, 64]",,64.0
65.89453125,0,"['note_off', 'note_on']",1,"[79, 77]","[52, 64]",,64.0
66.10546875,0,"['note_off', 'note_off', 'note_on']",0,"[61, 52, 57]","[82, 51, 64]",,64.0
66.12890625,0,"['note_off', 'note_on']",1,"[77, 79]","[63, 64]",,64.0
66.140625,0,"['note_off', 'note_on']",0,"[76, 73]","[40, 64]",,64.0
66.36328125,0,"['note_off', 'note_on']",0,"[79, 76]","[52, 64]",,64.0
66.59765625,0,"['note_off', 'note_on']",1,"[76, 77]","[48, 64]",,64.0
66.609375,0,"['note_off', 'note_on']",3,"[73, 74]","[59, 64]",,64.0
66.80859375,0,"['note_off', 'note_on']",0,"[57, 59]","[50, 64]",,64.0
66.83203125,0,"['note_off', 'note_on']",3,"[77, 79]","[62, 64]",,64.0
67.04296875,0.2109375,['note_on'],0,[57],[64],,64.0
67.046875,0.00390625,['note_off'],0,[79],[68],,64.0
67.06640625,0.01953125,['note_on'],1,[79],[64],,64.0
67.078125,0,"['note_off', 'note_on']",3,"[74, 76]","[35, 64]",,64.0
67.1015625,0.0234375,['note_off'],0,[59],[58],,64.0
67.1171875,0.015625,['note_on'],0,[81],[64],,64.0
67.13671875,0.01953125,['note_off'],0,[79],[64],,64.0
67.171875,0.03515625,['note_on'],0,[79],[64],,64.0
67.17578125,0.00390625,['note_off'],3,[81],[64],,64.0
67.27734375,0,"['note_off', 'note_on']",0,"[57, 55]","[51, 64]",,64.0
67.2890625,0.01171875,['note_off'],0,[79],[64],,64.0
67.3125,0.0234375,['note_on'],0,[77],[64],,64.0
67.4296875,0.1171875,['note_off'],0,[77],[64],,64.0
67.4375,0.0078125,['note_on'],3,[79],[64],,64.0
67.51171875,0,"['note_off', 'note_on']",0,"[55, 53]","[66, 64]",,64.0
67.546875,0,"['note_on', 'note_off', 'note_on']",0,"[81, 76, 69]","[64, 49, 64]",,64.0
67.5546875,0.0078125,['note_off'],3,[79],[64],,64.0
67.74609375,0,"['note_off', 'note_on']",0,"[53, 52]","[44, 64]",,64.0
67.78125,0,"['note_off', 'note_on']",1,"[81, 73]","[63, 64]",,64.0
67.98046875,0,"['note_on', 'note_off', 'note_on']",0,"[57, 52, 53]","[64, 64, 64]",,64.0
68.015625,0,"['note_off', 'note_on', 'note_off']",3,"[73, 74, 69]","[62, 64, 80]",,64.0
68.21484375,0,"['note_off', 'note_on']",0,"[53, 50]","[64, 64]",,64.0
68.25,0,"['note_off', 'note_on']",1,"[74, 79]","[57, 64]",,64.0
68.44921875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[57, 59, 50, 55]","[46, 64, 48, 64]",,64.0
68.484375,0,"['note_off', 'note_on']",0,"[79, 77]","[62, 64]",,64.0
68.53125,0.046875,['note_on'],0,[76],[64],,64.0
68.54296875,0.01171875,['note_off'],0,[77],[64],,64.0
68.5859375,0.04296875,['note_on'],0,[77],[64],,64.0
68.58984375,0.00390625,['note_off'],0,[76],[64],,64.0
68.640625,0.05078125,['note_on'],0,[76],[64],,64.0
68.64453125,0.00390625,['note_off'],0,[77],[64],,64.0
68.6953125,0.05078125,['note_on'],0,[77],[64],,64.0
68.69921875,0.00390625,['note_off'],0,[76],[64],,64.0
68.75,0.05078125,['note_on'],0,[76],[64],,64.0
68.75390625,0.00390625,['note_off'],1,[77],[64],,64.0
68.91796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[59, 61, 55, 57]","[58, 64, 77, 64]",,64.0
68.953125,0.03515625,['note_on'],0,[64],[64],,64.0
69.140625,0.1875,['note_off'],0,[76],[64],,64.0
69.1875,0.046875,['note_on'],0,[74],[64],,64.0
69.3828125,0.1953125,['note_off'],1,[74],[72],,64.0
69.38671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[61, 62, 57, 50]","[57, 64, 63, 64]",,64.0
69.421875,0,"['note_off', 'note_on']",0,"[64, 66]","[43, 64]",,64.0
69.43359375,0.01171875,['note_on'],1,[74],[64],,64.0
69.890625,0,"['note_off', 'note_on']",0,"[66, 67]","[49, 64]",,64.0
70.01171875,0.12109375,['note_off'],1,[74],[79],,64.0
70.08984375,0,"['note_off', 'note_on']",1,"[62, 64]","[52, 64]",,64.0
70.20703125,0.1171875,['note_off'],1,[64],[64],,64.0
70.21484375,0.0078125,['note_on'],1,[62],[64],,64.0
70.32421875,0.109375,['note_on'],1,[60],[64],,64.0
70.33203125,0.0078125,['note_off'],1,[62],[64],,64.0
70.359375,0,"['note_off', 'note_on']",1,"[67, 69]","[46, 64]",,64.0
70.79296875,0,"['note_off', 'note_on']",1,"[60, 66]","[47, 64]",,64.0
71.0234375,0.23046875,['note_off'],1,[69],[79],,64.0
71.07421875,0.05078125,['note_on'],1,[71],[64],,64.0
71.19140625,0.1171875,['note_off'],1,[71],[64],,64.0
71.19921875,0.0078125,['note_on'],1,[69],[64],,64.0
71.26171875,0,"['note_off', 'note_on']",1,"[66, 59]","[1, 64]",,64.0
71.30859375,0.046875,['note_on'],1,[67],[64],,64.0
71.31640625,0.0078125,['note_off'],3,[69],[64],,64.0
71.49609375,0,"['note_off', 'note_on']",1,"[50, 52]","[48, 64]",,64.0
71.73046875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[59, 64, 52, 50]","[43, 64, 70, 64]",,64.0
71.77734375,0,"['note_off', 'note_on']",3,"[67, 72]","[40, 64]",,64.0
71.96484375,0,"['note_off', 'note_on']",3,"[50, 48]","[70, 64]",,64.0
72.19921875,0,"['note_off', 'note_on']",1,"[48, 47]","[51, 64]",,64.0
72.24609375,0,"['note_off', 'note_on']",1,"[72, 66]","[49, 64]",,64.0
72.43359375,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[64, 66, 47, 45]","[52, 64, 72, 64]",,64.0
72.66796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[66, 64, 45, 43]","[62, 64, 23, 64]",,64.0
72.71484375,0,"['note_off', 'note_on']",1,"[66, 71]","[74, 64]",,64.0
72.90234375,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[64, 62, 43, 42]","[59, 64, 64, 64]",,64.0
73.13671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[62, 60, 42, 40]","[50, 64, 64, 64]",,64.0
73.37109375,0.234375,['note_off'],1,[71],[69],,64.0
73.41796875,0.046875,['note_on'],3,[72],[64],,64.0
73.60546875,0,"['note_off', 'note_on']",1,"[40, 52]","[48, 64]",,64.0
73.65234375,0,"['note_off', 'note_on']",1,"[72, 71]","[54, 64]",,64.0
73.88671875,0,"['note_off', 'note_on']",3,"[71, 69]","[63, 64]",,64.0
74.07421875,0,"['note_off', 'note_on']",1,"[52, 54]","[77, 64]",,64.0
74.12109375,0,"['note_off', 'note_on']",1,"[69, 67]","[46, 64]",,64.0
74.35546875,0,"['note_off', 'note_on']",3,"[67, 66]","[38, 64]",,64.0
74.54296875,0,"['note_off', 'note_on']",0,"[54, 55]","[69, 64]",,64.0
74.58984375,0,"['note_on', 'note_off', 'note_on']",1,"[67, 66, 64]","[64, 52, 64]",,64.0
74.82421875,0,"['note_off', 'note_on']",0,"[64, 62]","[40, 64]",,64.0
75.05859375,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[67, 69, 62, 64]","[51, 64, 43, 64]",,64.0
75.24609375,0,"['note_off', 'note_on']",1,"[60, 62]","[61, 64]",,64.0
75.48046875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[62, 60, 55, 57]","[44, 64, 62, 64]",,64.0
75.52734375,0,"['note_off', 'note_on']",1,"[69, 71]","[59, 64]",,64.0
75.71484375,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[60, 59, 57, 55]","[55, 64, 39, 64]",,64.0
75.94921875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[59, 57, 55, 54]","[59, 64, 58, 64]",,64.0
75.99609375,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[71, 72, 64, 62]","[55, 64, 42, 64]",,64.0
76.18359375,0,"['note_off', 'note_on']",1,"[57, 55]","[1, 64]",,64.0
76.41796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[55, 57, 54, 50]","[72, 64, 58, 64]",,64.0
76.5703125,0.15234375,['note_off'],1,[72],[79],,64.0
76.65234375,0,"['note_off', 'note_on']",0,"[57, 54]","[52, 64]",,64.0
76.69921875,0.046875,['note_on'],0,[74],[64],,64.0
76.81640625,0.1171875,['note_off'],0,[74],[64],,64.0
76.82421875,0.0078125,['note_on'],1,[72],[64],,64.0
76.88671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[54, 55, 50, 55]","[73, 64, 70, 64]",,64.0
76.93359375,0.046875,['note_on'],0,[71],[64],,64.0
76.94140625,0.0078125,['note_off'],1,[72],[64],,64.0
77.12890625,0.1875,['note_off'],1,[62],[40],,64.0
77.1796875,0.05078125,['note_on'],1,[69],[64],,64.0
77.35546875,0.17578125,['note_on'],1,[59],[64],,64.0
77.37109375,0.015625,['note_off'],0,[55],[30],,64.0
77.40234375,0,"['note_off', 'note_on']",1,"[71, 76]","[52, 64]",,64.0
77.4140625,0,"['note_off', 'note_on']",1,"[69, 67]","[68, 64]",,64.0
77.6484375,0,"['note_off', 'note_on']",1,"[67, 65]","[36, 64]",,64.0
77.82421875,0.17578125,['note_on'],1,[60],[64],,64.0
77.8671875,0.04296875,['note_off'],0,[59],[55],,64.0
77.87109375,0,"['note_off', 'note_on']",1,"[76, 69]","[40, 64]",,64.0
77.8828125,0,"['note_off', 'note_on']",1,"[65, 64]","[41, 64]",,64.0
78.1171875,0,"['note_off', 'note_on']",1,"[64, 67]","[35, 64]",,64.0
78.29296875,0.17578125,['note_on'],0,[62],[64],,64.0
78.33984375,0,"['note_off', 'note_on', 'note_off']",1,"[69, 74, 60]","[62, 64, 66]",,64.0
78.3515625,0,"['note_off', 'note_on']",1,"[67, 65]","[52, 64]",,64.0
78.5859375,0,"['note_off', 'note_on']",1,"[65, 69]","[40, 64]",,64.0
78.76171875,0,"['note_off', 'note_on']",1,"[62, 64]","[62, 64]",,64.0
78.8203125,0,"['note_off', 'note_on']",0,"[69, 67]","[57, 64]",,64.0
79.00390625,0.18359375,['note_off'],0,[74],[66],,64.0
79.0546875,0.05078125,['note_on'],0,[76],[64],,64.0
79.2890625,0,"['note_off', 'note_on']",1,"[76, 74]","[49, 64]",,64.0
79.46484375,0,"['note_off', 'note_on']",0,"[64, 65]","[52, 64]",,64.0
79.5234375,0,"['note_off', 'note_on']",1,"[74, 72]","[54, 64]",,64.0
79.58203125,0.05859375,['note_off'],1,[65],[64],,64.0
79.58984375,0.0078125,['note_on'],1,[64],[64],,64.0
79.69921875,0.109375,['note_on'],1,[62],[64],,64.0
79.70703125,0.0078125,['note_off'],0,[64],[64],,64.0
79.7578125,0,"['note_off', 'note_on']",1,"[72, 71]","[57, 64]",,64.0
79.953125,0.1953125,['note_off'],0,[67],[46],,64.0
79.9921875,0,"['note_off', 'note_on']",1,"[71, 72]","[66, 64]",,64.0
80.00390625,0.01171875,['note_on'],1,[69],[64],,64.0
80.16796875,0,"['note_off', 'note_on']",0,"[62, 67]","[55, 64]",,64.0
80.2265625,0,"['note_off', 'note_on']",1,"[72, 74]","[63, 64]",,64.0
80.23828125,0,"['note_off', 'note_on']",0,"[69, 70]","[63, 64]",,64.0
80.4609375,0,"['note_off', 'note_on']",1,"[74, 76]","[58, 64]",,64.0
80.63671875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[67, 60, 55, 57]","[49, 64, 74, 64]",,64.0
80.6953125,0,"['note_off', 'note_on']",1,"[76, 77]","[51, 64]",,64.0
80.70703125,0,"['note_off', 'note_on']",0,"[70, 72]","[76, 64]",,64.0
80.9296875,0,"['note_off', 'note_on']",1,"[77, 79]","[58, 64]",,64.0
81.10546875,0,"['note_off', 'note_on']",0,"[60, 65]","[57, 64]",,64.0
81.1640625,0,"['note_off', 'note_on']",0,"[79, 81]","[54, 64]",,64.0
81.3984375,0,"['note_off', 'note_on']",1,"[81, 79]","[55, 64]",,64.0
81.56640625,0.16796875,['note_off'],3,[72],[47],,64.0
81.57421875,0,"['note_off', 'note_on']",0,"[57, 59]","[64, 64]",,64.0
81.6328125,0,"['note_off', 'note_on']",1,"[79, 77]","[55, 64]",,64.0
81.64453125,0.01171875,['note_on'],1,[74],[64],,64.0
81.80859375,0,"['note_off', 'note_on']",0,"[65, 67]","[55, 64]",,64.0
81.8671875,0,"['note_off', 'note_on']",1,"[77, 76]","[54, 64]",,64.0
82.04296875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[67, 65, 59, 60]","[37, 64, 42, 64]",,64.0
82.1015625,0,"['note_off', 'note_on']",1,"[76, 74]","[53, 64]",,64.0
82.11328125,0,"['note_off', 'note_on']",1,"[74, 67]","[51, 64]",,64.0
82.27734375,0,"['note_off', 'note_on']",0,"[65, 64]","[52, 64]",,64.0
82.3359375,0,"['note_off', 'note_on']",1,"[74, 72]","[50, 64]",,64.0
82.51171875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[64, 62, 60, 53]","[50, 64, 65, 64]",,64.0
82.5703125,0,"['note_off', 'note_on']",1,"[72, 72]","[74, 64]",,64.0
82.58203125,0,"['note_off', 'note_on']",0,"[67, 67]","[52, 64]",,64.0
82.6171875,0.03515625,['note_on'],0,[71],[64],,64.0
82.62890625,0.01171875,['note_off'],0,[72],[64],,64.0
82.671875,0.04296875,['note_on'],0,[72],[64],,64.0
82.67578125,0.00390625,['note_off'],0,[71],[64],,64.0
82.7265625,0.05078125,['note_on'],0,[71],[64],,64.0
82.73046875,0.00390625,['note_off'],3,[72],[64],,64.0
82.74609375,0,"['note_off', 'note_on']",3,"[53, 57]","[61, 64]",,64.0
82.98046875,0,"['note_off', 'note_on']",3,"[57, 55]","[49, 64]",,64.0
83.21484375,0,"['note_off', 'note_on']",0,"[55, 53]","[72, 64]",,64.0
83.4296875,0.21484375,['note_off'],1,[71],[64],,64.0
83.44921875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[62, 64, 53, 52]","[58, 64, 51, 64]",,64.0
83.5078125,0.05859375,['note_on'],3,[72],[64],,64.0
83.68359375,0,"['note_off', 'note_on']",1,"[52, 50]","[69, 64]",,64.0
83.91796875,0,"['note_off', 'note_on', 'note_off', 'note_on']",1,"[64, 62, 50, 48]","[47, 64, 47, 64]",,64.0
83.94921875,0.03125,['note_off'],0,[67],[49],,64.0
83.9765625,0,"['note_off', 'note_on']",1,"[72, 74]","[61, 64]",,64.0
84.0,0.0234375,['note_on'],3,[65],[64],,64.0
84.15234375,0,"['note_off', 'note_on']",3,"[48, 47]","[72, 64]",,64.0
84.38671875,0,"['note_off', 'note_on']",0,"[47, 48]","[52, 64]",,64.0
84.4453125,0,"['note_off', 'note_on']",3,"[74, 67]","[46, 64]",,64.0
84.62109375,0,"['note_off', 'note_on']",1,"[48, 50]","[53, 64]",,64.0
84.85546875,0,"['note_off', 'note_on', 'note_off', 'note_on']",0,"[62, 55, 50, 52]","[59, 64, 46, 64]",,64.0
84.9140625,0,"['note_off', 'note_on']",1,"[67, 72]","[47, 64]",,64.0
84.9375,0,"['note_off', 'note_on']",3,"[65, 64]","[46, 64]",,64.0
85.08984375,0,"['note_off', 'note_on']",1,"[52, 53]","[57, 64]",,64.0
85.28515625,0.1953125,['note_off'],3,[55],[69],,64.0
85.32421875,0,"['note_off', 'note_on']",1,"[53, 55]","[76, 64]",,64.0
85.3359375,0.01171875,['note_on'],1,[55],[64],,64.0
