Sec,Ticks,msg_type,Channel,Notes,Velocities,Note_Lengths,Tempo,mean_velocity,diff_velocity
9.447916666666664,0.0,"['note_on', 'note_on']",0.0,"[76, 76]","[0, 0]",0.05,60.0,-84.0,0.0
9.674999999999995,0.0,"['note_on', 'note_on']",0.0,"[79, 79]","[0, 0]",0.2270833333333333,60.0,0.0,0.0
9.716666666666663,0.0416666666666666,['note_on'],0.0,[67],[77],0.0416666666666666,60.0,77.0,77.0
9.718749999999996,0.0020833333333333,['note_on'],0.0,[67],[77],0.0020833333333333,60.0,0.0,77.0
9.88333333333333,0.0,"['note_on', 'note_on']",0.0,"[67, 67]","[0, 0]",0.1645833333333333,60.0,-77.0,0.0
10.218749999999996,0.3354166666666666,['note_on'],0.0,[67],[77],0.3354166666666666,60.0,77.0,77.0
10.22083333333333,0.0020833333333333,['note_on'],0.0,[67],[77],0.0020833333333333,60.0,0.0,77.0
10.399999999999997,0.0,"['note_on', 'note_on']",0.0,"[69, 69]","[68, 68]",0.1791666666666666,60.0,-9.0,68.0
10.43333333333333,0.0,"['note_on', 'note_on']",0.0,"[67, 67]","[0, 0]",0.0333333333333333,60.0,-68.0,0.0
10.72708333333333,0.29375,['note_on'],0.0,[71],[79],0.29375,60.0,79.0,79.0
10.729166666666664,0.0020833333333333,['note_on'],0.0,[71],[79],0.0020833333333333,60.0,0.0,79.0
10.768749999999995,0.0,"['note_on', 'note_on']",0.0,"[69, 69]","[0, 0]",0.0395833333333333,60.0,-79.0,0.0
10.922916666666662,0.0,"['note_on', 'note_on']",0.0,"[72, 72]","[81, 81]",0.1541666666666666,60.0,81.0,81.0
10.962499999999997,0.0,"['note_on', 'note_on']",0.0,"[71, 71]","[0, 0]",0.0395833333333333,60.0,-81.0,0.0
12.458333333333329,0.0,"['note_on', 'note_on']",,"[72, 72]","[0, 0]",1.4958333333333331,60.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
