Sec,Ticks,msg_type,Channel,Notes,Velocities,Note_Lengths,Tempo,mean_velocity,diff_velocity
8.798437500000002,0.7296875,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[38, 53, 57, 60, 64]","[70, 70, 70, 70, 70]",0.38125,80.0,1.0,70.0
8.982812500000001,0.184375,['note_off'],0.0,[53],[99],0.184375,80.0,29.0,99.0
8.990625000000001,0.0078125,['note_off'],0.0,[64],[67],0.0078125,80.0,-32.0,67.0
9.000000000000002,0.009375,['note_off'],0.0,[57],[93],0.009375,80.0,26.0,93.0
9.004687500000001,0.0046875,['note_off'],0.0,[60],[83],0.0046875,80.0,-10.0,83.0
9.0171875,0.0125,['note_off'],0.0,[38],[98],0.0125,80.0,15.0,98.0
10.278125,0.7296875,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[43, 53, 56, 59, 64]","[70, 70, 70, 70, 70]",0.4828125,80.0,-28.0,70.0
10.429687500000002,0.0,"['note_off', 'note_off']",0.0,"[43, 53]","[100, 92]",0.1515625,80.0,26.0,96.0
10.446875000000002,0.0171875,['note_off'],0.0,[59],[97],0.0171875,80.0,1.0,97.0
10.454687500000002,0.0078125,['note_off'],0.0,[56],[83],0.0078125,80.0,-14.0,83.0
10.4671875,0.0125,['note_off'],0.0,[64],[62],0.0125,80.0,-21.0,62.0
11.728125000000002,0.65,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[36, 55, 59, 62, 64]","[70, 70, 70, 70, 70]",0.5328125,80.0,8.0,70.0
11.907812500000002,0.1796875,['note_off'],0.0,[59],[86],0.1796875,80.0,16.0,86.0
11.910937500000005,0.003125,['note_off'],0.0,[36],[67],0.003125,80.0,-19.0,67.0
11.926562500000005,0.015625,['note_off'],0.0,[64],[92],0.015625,80.0,25.0,92.0
11.931250000000002,0.0046875,['note_off'],0.0,[62],[92],0.0046875,80.0,0.0,92.0
11.9359375,0.0046875,['note_off'],0.0,[55],[75],0.0046875,80.0,-17.0,75.0
12.518750000000002,0.01875,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[45, 55, 58, 61, 65]","[70, 70, 70, 70, 70]",0.5640625,80.0,-5.0,70.0
13.3578125,0.1078125,['note_on'],0.0,[64],[70],0.7312500000000001,80.0,0.0,70.0
13.3703125,0.0125,['note_off'],0.0,[65],[110],0.0125,80.0,40.0,110.0
13.61875,0.2484375,['note_off'],0.0,[64],[103],0.2484375,80.0,-7.0,103.0
13.671875,0.053125,['note_off'],0.0,[55],[101],0.053125,80.0,-2.0,101.0
13.7,0.028125,['note_off'],0.0,[58],[70],0.028125,80.0,-31.0,70.0
13.7078125,0.0078125,['note_off'],0.0,[61],[59],0.0078125,80.0,-11.0,59.0
13.7125,0.0046875,['note_off'],0.0,[45],[80],0.0046875,80.0,21.0,80.0
14.778124999999998,0.7390625000000001,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[41, 53, 57, 60, 64]","[70, 70, 70, 70, 70]",0.2875,80.0,-10.0,70.0
14.942187499999998,0.1640625,['note_off'],0.0,[64],[81],0.1640625,80.0,11.0,81.0
14.956249999999995,0.0140625,['note_off'],0.0,[57],[85],0.0140625,80.0,4.0,85.0
14.959374999999998,0.003125,['note_off'],0.0,[41],[88],0.003125,80.0,3.0,88.0
14.964062499999995,0.0046875,['note_off'],0.0,[53],[79],0.0046875,80.0,-9.0,79.0
14.993749999999997,0.0296875,['note_off'],0.0,[60],[83],0.0296875,80.0,4.0,83.0
16.289062499999996,0.7406250000000001,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[41, 53, 56, 59, 64]","[70, 70, 70, 70, 70]",0.50625,80.0,-13.0,70.0
16.456249999999997,0.1671875,['note_off'],0.0,[64],[83],0.1671875,80.0,13.0,83.0
16.478125,0.021875,['note_off'],0.0,[53],[105],0.021875,80.0,22.0,105.0
16.5015625,0.0234375,['note_off'],0.0,[59],[85],0.0234375,80.0,-20.0,85.0
16.525,0.0234375,['note_off'],0.0,[41],[96],0.0234375,80.0,11.0,96.0
16.998437499999998,0.4703125,['note_off'],0.0,[56],[85],0.003125,80.0,-11.0,85.0
17.839062499999997,0.8390625,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[40, 52, 55, 59, 62]","[70, 70, 70, 70, 70]",0.0015625,80.0,-15.0,70.0
17.935937499999998,0.096875,['note_off'],0.0,[52],[100],0.096875,80.0,30.0,100.0
17.945312499999996,0.009375,['note_off'],0.0,[55],[97],0.009375,80.0,-3.0,97.0
17.967187499999998,0.021875,['note_off'],0.0,[40],[101],0.021875,80.0,4.0,101.0
17.98125,0.0140625,['note_off'],0.0,[59],[91],0.0140625,80.0,-10.0,91.0
18.0015625,0.0203125,['note_off'],0.0,[62],[90],0.0203125,80.0,-1.0,90.0
19.128125,0.6203125,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[45, 52, 55, 58, 61]","[70, 70, 70, 70, 70]",0.4984375,80.0,-20.0,70.0
19.4,0.271875,['note_off'],0.0,[55],[99],0.271875,80.0,29.0,99.0
19.4078125,0.0078125,['note_off'],0.0,[52],[103],0.0078125,80.0,4.0,103.0
19.45625,0.0484375,['note_off'],0.0,[58],[72],0.0484375,80.0,-31.0,72.0
19.4984375,0.0421875,['note_off'],0.0,[61],[73],0.0421875,80.0,1.0,73.0
19.525,0.0265625,['note_off'],0.0,[45],[103],0.0265625,80.0,30.0,103.0
20.779687500000005,0.021875,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[38, 53, 57, 60, 64]","[70, 70, 70, 70, 70]",0.475,80.0,-33.0,70.0
20.973437500000006,0.19375,['note_off'],0.0,[53],[96],0.19375,80.0,26.0,96.0
20.987500000000008,0.0140625,['note_off'],0.0,[57],[94],0.0140625,80.0,-2.0,94.0
20.99843750000001,0.0109375,['note_off'],0.0,[60],[82],0.0109375,80.0,-12.0,82.0
21.007812500000007,0.009375,['note_off'],0.0,[64],[66],0.009375,80.0,-16.0,66.0
21.015625000000007,0.0078125,['note_off'],0.0,[38],[97],0.0078125,80.0,31.0,97.0
22.179687500000007,0.65,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[43, 53, 56, 59, 64]","[70, 70, 70, 70, 70]",0.484375,80.0,-27.0,70.0
22.418750000000006,0.2390625,['note_off'],0.0,[64],[75],0.2390625,80.0,5.0,75.0
22.450000000000006,0.03125,['note_off'],0.0,[53],[96],0.03125,80.0,21.0,96.0
22.464062500000008,0.0140625,['note_off'],0.0,[59],[97],0.0140625,80.0,1.0,97.0
22.473437500000006,0.009375,['note_off'],0.0,[56],[85],0.009375,80.0,-12.0,85.0
22.528125000000006,0.0546875,['note_off'],0.0,[43],[76],0.0546875,80.0,-9.0,76.0
23.02968750000001,0.0296875,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",0.0,"[36, 55, 59, 62, 64]","[70, 70, 70, 70, 70]",0.471875,80.0,-6.0,70.0
25.315625000000008,2.2859375,['note_off'],0.0,[55],[107],2.2859375,80.0,37.0,107.0
25.32187500000001,0.0,"['note_off', 'note_off']",0.0,"[36, 59]","[108, 96]",0.00625,80.0,-5.0,102.0
25.32968750000001,0.0078125,['note_off'],0.0,[62],[96],0.0078125,80.0,-6.0,96.0
59.000000000000014,33.643750000000004,['note_off'],,[64],[107],0.0265625,80.0,11.0,107.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
