,msg_note,msg_velocity,tick,msg_channel,count,msg_type
16442,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16443,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16444,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16445,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16446,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16447,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16448,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16449,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16450,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16451,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16452,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16453,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16454,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16455,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16456,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16457,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16458,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16459,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16460,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16461,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16462,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16463,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16464,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16465,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16466,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16467,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16468,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16469,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16470,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16471,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16472,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16473,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16474,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16475,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16476,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16477,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16478,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16479,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16480,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16481,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16482,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16483,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16484,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16485,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16486,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16487,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16488,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16489,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16490,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16491,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16492,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16493,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16494,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16495,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16496,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16497,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16498,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16499,"[63, 61]","[61, 64]",16500,"[0, 0]",2,"['note_off', 'note_on']"
16500,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16501,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16502,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16503,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16504,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16505,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16506,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16507,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16508,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16509,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16510,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16511,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16512,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16513,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16514,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16515,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16516,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16517,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16518,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16519,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16520,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16521,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16522,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16523,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16524,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16525,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16526,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16527,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16528,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16529,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16530,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16531,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16532,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16533,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16534,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16535,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16536,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16537,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16538,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16539,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16540,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16541,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16542,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16543,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16544,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16545,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16546,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16547,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16548,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16549,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16550,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16551,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16552,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16553,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16554,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16555,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16556,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16557,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16558,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16559,"[61, 70]","[79, 64]",16560,"[0, 0]",2,"['note_off', 'note_on']"
16560,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16561,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16562,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16563,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16564,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16565,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16566,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16567,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16568,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16569,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16570,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16571,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16572,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16573,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16574,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16575,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16576,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16577,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16578,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16579,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16580,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16581,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16582,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16583,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16584,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16585,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16586,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16587,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16588,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16589,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16590,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16591,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16592,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16593,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16594,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16595,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16596,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16597,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16598,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16599,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16600,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16601,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16602,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16603,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16604,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16605,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16606,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16607,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16608,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16609,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16610,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16611,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16612,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16613,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16614,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16615,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16616,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16617,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16618,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16619,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16620,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16621,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16622,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16623,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16624,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16625,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16626,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16627,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16628,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16629,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16630,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16631,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16632,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16633,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16634,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16635,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16636,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16637,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16638,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16639,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16640,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16641,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16642,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16643,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16644,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16645,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16646,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16647,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16648,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16649,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16650,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16651,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16652,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16653,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16654,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16655,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16656,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16657,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16658,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16659,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16660,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16661,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16662,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16663,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16664,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16665,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16666,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16667,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16668,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16669,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16670,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16671,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16672,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16673,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16674,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16675,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16676,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16677,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16678,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16679,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16680,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16681,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16682,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16683,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16684,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16685,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16686,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16687,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16688,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16689,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16690,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16691,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16692,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16693,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16694,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16695,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16696,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16697,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16698,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16699,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16700,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16701,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16702,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16703,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16704,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16705,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16706,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16707,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16708,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16709,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16710,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16711,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16712,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16713,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16714,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16715,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16716,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16717,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16718,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16719,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16720,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16721,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16722,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16723,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16724,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16725,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16726,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16727,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16728,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16729,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16730,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16731,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16732,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16733,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16734,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16735,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16736,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16737,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16738,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16739,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16740,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16741,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16742,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16743,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16744,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16745,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16746,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16747,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16748,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16749,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16750,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
16751,"[70, 68]","[73, 64]",16860,"[0, 0]",2,"['note_off', 'note_on']"
