,sec,msg_type,channel,note,velocity,new_octave,dynamic,accent,count,main_vol,depth,pedal,pan
1077,107.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[55, 55, 36, 36]","[0, 0, 44, 44]","[2, 4]",ppp,0,4,0,0,0,0
1078,107.8,"['note_off', 'note_off']","[0, 0]","[65, 65]","[0, 0]",[2],ppp,0,2,0,0,0,0
1079,107.9,[],[],[],[],[2],,0,0,0,0,0,0
1080,108.0,"['note_on', 'note_on']","[0, 0]","[48, 48]","[48, 48]","[2, 3]",pp,0,2,0,0,0,0
1081,108.1,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1082,108.2,"['note_on', 'note_on']","[0, 0]","[55, 55]","[46, 46]","[2, 3]",pp,0,2,0,0,0,0
1083,108.3,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1084,108.4,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[58, 58, 55, 55]","[47, 47, 0, 0]","[2, 3]",ppp,0,4,0,0,0,0
1085,108.5,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1086,108.6,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[64, 64, 58, 58]","[38, 38, 0, 0]","[2, 3, 4]",ppp,0,4,0,0,0,0
1087,108.7,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1088,108.8,"['note_on', 'note_on']","[0, 0]","[55, 55]","[46, 46]","[2, 3, 4]",pp,0,2,0,0,0,0
1089,108.9,"['note_off', 'note_off']","[0, 0]","[64, 64]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1090,109.0,"['note_on', 'note_on']","[0, 0]","[58, 58]","[36, 36]","[2, 3]",pp,0,2,0,0,0,0
1091,109.1,"['note_off', 'note_off', 'note_off', 'note_off']","[0, 0, 0, 0]","[36, 36, 55, 55]","[0, 0, 0, 0]",[3],ppp,0,4,0,0,0,0
1092,109.2,"['note_off', 'note_off', 'note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0, 0, 0]","[48, 48, 64, 64, 58, 58]","[0, 0, 40, 40, 0, 0]",[4],ppp,0,6,0,0,0,0
1093,109.3,[],[],[],[],[4],,0,0,0,0,0,0
1094,109.4,"['note_on', 'note_on']","[0, 0]","[36, 36]","[44, 44]","[2, 4]",pp,0,2,0,0,0,0
1095,109.5,"['note_off', 'note_off']","[0, 0]","[64, 64]","[0, 0]",[2],ppp,0,2,0,0,0,0
1096,109.6,[],[],[],[],[2],,0,0,0,0,0,0
1097,109.7,"['note_on', 'note_on']","[0, 0]","[48, 48]","[44, 44]","[2, 3]",pp,0,2,0,0,0,0
1098,109.8,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1099,109.9,"['note_on', 'note_on']","[0, 0]","[55, 55]","[36, 36]","[2, 3]",pp,0,2,0,0,0,0
1100,110.0,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1101,110.1,"['note_on', 'note_on']","[0, 0]","[58, 58]","[44, 44]","[2, 3]",pp,0,2,0,0,0,0
1102,110.2,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1103,110.3,"['note_off', 'note_off', 'note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0, 0, 0]","[55, 55, 64, 64, 58, 58]","[0, 0, 44, 44, 0, 0]","[2, 3, 4]",ppp,0,6,0,0,0,0
1104,110.4,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1105,110.5,"['note_on', 'note_on']","[0, 0]","[55, 55]","[40, 40]","[2, 3, 4]",pp,0,2,0,0,0,0
1106,110.6,"['note_off', 'note_off']","[0, 0]","[64, 64]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1107,110.7,"['note_on', 'note_on']","[0, 0]","[58, 58]","[39, 39]","[2, 3]",pp,0,2,0,0,0,0
1108,110.8,"['note_off', 'note_off']","[0, 0]","[36, 36]","[0, 0]",[3],ppp,0,2,0,0,0,0
1109,110.9,"['note_off', 'note_off', 'note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0, 0, 0]","[48, 48, 55, 55, 64, 64]","[0, 0, 0, 0, 42, 42]","[3, 4]",ppp,0,6,0,0,0,0
1110,111.0,"['note_off', 'note_off']","[0, 0]","[58, 58]","[0, 0]",[4],ppp,0,2,0,0,0,0
1111,111.1,"['note_on', 'note_on']","[0, 0]","[36, 36]","[40, 40]","[2, 4]",pp,0,2,0,0,0,0
1112,111.2,"['note_off', 'note_off']","[0, 0]","[64, 64]","[0, 0]",[2],ppp,0,2,0,0,0,0
1113,111.3,"['note_on', 'note_on']","[0, 0]","[48, 48]","[40, 40]","[2, 3]",pp,0,2,0,0,0,0
1114,111.4,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1115,111.5,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1116,111.6,"['note_on', 'note_on']","[0, 0]","[53, 53]","[38, 38]","[2, 3]",pp,0,2,0,0,0,0
1117,111.7,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1118,111.8,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[57, 57, 53, 53]","[46, 46, 0, 0]","[2, 3]",ppp,0,4,0,0,0,0
1119,111.9,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1120,112.0,"['note_on', 'note_on']","[0, 0]","[60, 60]","[40, 40]","[2, 3, 4]",pp,0,2,0,0,0,0
1121,112.1,"['note_off', 'note_off']","[0, 0]","[57, 57]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1122,112.2,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[65, 65, 60, 60]","[46, 46, 0, 0]","[2, 3, 4]",ppp,0,4,0,0,0,0
1123,112.3,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1124,112.4,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1125,112.5,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[60, 60, 65, 65]","[38, 38, 0, 0]","[2, 3, 4]",ppp,0,4,0,0,0,0
1126,112.6,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1127,112.7,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[60, 60, 57, 57]","[0, 0, 55, 55]","[2, 3]",ppp,0,4,0,0,0,0
1128,112.8,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1129,112.9,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1130,113.0,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1131,113.1,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[60, 60, 57, 57]","[46, 46, 0, 0]","[2, 3, 4]",ppp,0,4,0,0,0,0
1132,113.2,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1133,113.3,"['note_on', 'note_on']","[0, 0]","[57, 57]","[34, 34]","[2, 3, 4]",ppp,0,2,0,0,0,0
1134,113.4,"['note_off', 'note_off']","[0, 0]","[60, 60]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1135,113.5,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[53, 53, 57, 57]","[48, 48, 0, 0]","[2, 3]",ppp,0,4,0,0,0,0
1136,113.6,"['note_off', 'note_off', 'note_off', 'note_off']","[0, 0, 0, 0]","[36, 36, 48, 48]","[0, 0, 0, 0]",[3],ppp,0,4,0,0,0,0
1137,113.7,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[57, 57, 53, 53]","[53, 53, 0, 0]",[3],ppp,0,4,0,0,0,0
1138,113.8,[],[],[],[],[3],,0,0,0,0,0,0
1139,113.9,"['note_on', 'note_on']","[0, 0]","[53, 53]","[38, 38]",[3],pp,0,2,0,0,0,0
1140,114.0,"['note_off', 'note_off']","[0, 0]","[57, 57]","[0, 0]",[3],ppp,0,2,0,0,0,0
1141,114.1,"['note_on', 'note_on']","[0, 0]","[50, 50]","[35, 35]",[3],ppp,0,2,0,0,0,0
1142,114.2,"['note_off', 'note_off']","[0, 0]","[53, 53]","[0, 0]",[3],ppp,0,2,0,0,0,0
1143,114.3,"['note_on', 'note_on']","[0, 0]","[53, 53]","[42, 42]",[3],pp,0,2,0,0,0,0
1144,114.4,"['note_off', 'note_off']","[0, 0]","[50, 50]","[0, 0]",[3],ppp,0,2,0,0,0,0
1145,114.5,"['note_on', 'note_on']","[0, 0]","[50, 50]","[48, 48]",[3],pp,0,2,0,0,0,0
1146,114.6,"['note_off', 'note_off', 'note_off', 'note_off']","[0, 0, 0, 0]","[50, 50, 53, 53]","[0, 0, 0, 0]",[],ppp,0,4,0,0,0,0
1147,114.7,[],[],[],[],[],,0,0,0,0,0,0
1148,114.8,"['note_on', 'note_on']","[0, 0]","[36, 36]","[31, 31]",[2],ppp,0,2,0,0,0,0
1149,114.9,[],[],[],[],[2],,0,0,0,0,0,0
1150,115.0,"['note_on', 'note_on']","[0, 0]","[48, 48]","[32, 32]","[2, 3]",ppp,0,2,0,0,0,0
1151,115.1,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1152,115.2,"['note_on', 'note_on']","[0, 0]","[55, 55]","[51, 51]","[2, 3]",p,0,2,0,0,0,0
1153,115.3,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1154,115.4,"['note_on', 'note_on']","[0, 0]","[59, 59]","[40, 40]","[2, 3]",pp,0,2,0,0,0,0
1155,115.5,"['note_off', 'note_off']","[0, 0]","[55, 55]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1156,115.6,"['note_on', 'note_on']","[0, 0]","[62, 62]","[38, 38]","[2, 3, 4]",pp,0,2,0,0,0,0
1157,115.7,"['note_off', 'note_off']","[0, 0]","[59, 59]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1158,115.8,"['note_on', 'note_on']","[0, 0]","[65, 65]","[46, 46]","[2, 3, 4]",pp,0,2,0,0,0,0
1159,115.9,"['note_off', 'note_off']","[0, 0]","[62, 62]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1160,116.0,"['note_on', 'note_on']","[0, 0]","[62, 62]","[32, 32]","[2, 3, 4]",ppp,0,2,0,0,0,0
1161,116.1,"['note_off', 'note_off']","[0, 0]","[65, 65]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1162,116.2,"['note_on', 'note_on']","[0, 0]","[59, 59]","[44, 44]","[2, 3, 4]",pp,0,2,0,0,0,0
1163,116.3,"['note_off', 'note_off']","[0, 0]","[62, 62]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1164,116.4,"['note_on', 'note_on']","[0, 0]","[62, 62]","[35, 35]","[2, 3, 4]",ppp,0,2,0,0,0,0
1165,116.5,"['note_off', 'note_off']","[0, 0]","[59, 59]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1166,116.6,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1167,116.7,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[59, 59, 62, 62]","[40, 40, 0, 0]","[2, 3]",ppp,0,4,0,0,0,0
1168,116.8,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1169,116.9,"['note_off', 'note_off', 'note_on', 'note_on']","[0, 0, 0, 0]","[59, 59, 53, 53]","[0, 0, 28, 28]","[2, 3]",ppp,0,4,0,0,0,0
1170,117.0,[],[],[],[],"[2, 3]",,0,0,0,0,0,0
1171,117.1,"['note_on', 'note_on', 'note_off', 'note_off']","[0, 0, 0, 0]","[59, 59, 53, 53]","[35, 35, 0, 0]","[2, 3]",ppp,0,4,0,0,0,0
1172,117.2,"['note_off', 'note_off']","[0, 0]","[59, 59]","[0, 0]","[2, 3]",ppp,0,2,0,0,0,0
1173,117.3,"['note_on', 'note_on']","[0, 0]","[62, 62]","[73, 73]","[2, 3, 4]",mp,0,2,0,0,0,0
1174,117.4,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1175,117.5,"['note_on', 'note_on']","[0, 0]","[65, 65]","[55, 55]","[2, 3, 4]",p,0,2,0,0,0,0
1176,117.6,"['note_off', 'note_off']","[0, 0]","[62, 62]","[0, 0]","[2, 3, 4]",ppp,0,2,0,0,0,0
1177,117.7,[],[],[],[],"[2, 3, 4]",,0,0,0,0,0,0
1178,117.8,"['note_on', 'note_on']","[0, 0]","[64, 64]","[55, 55]","[2, 3, 4]",p,0,2,0,0,0,0
1179,117.9,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']","[0, 0, 0, 0, 0]","[65, 65, 36, 36, 48]","[0, 0, 0, 0, 0]",[4],ppp,0,5,0,0,0,0
1180,118.0,"['note_off', 'note_on', 'note_on', 'note_off', 'note_off', 'note_off', 'note_off']","[0, 0, 0, 0, 0, 0, 0]","[48, 62, 62, 64, 64, 62, 62]","[0, 57, 57, 0, 0, 0, 0]",[],ppp,0,7,0,0,0,0
1181,118.1,[],[],[],[],[],,0,0,0,0,0,0
1182,118.2,[],[],[],[],[],,0,0,0,0,0,0
1183,118.3,[],[],[],[],[],,0,0,0,0,0,0
1184,118.4,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[64, 64, 48, 48, 67, 67, 72, 72, 36, 36]","[70, 70, 46, 46, 55, 55, 55, 55, 36, 36]","[2, 3, 4, 5]",p,0,10,0,0,0,0
1185,118.5,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1186,118.6,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1187,118.7,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1188,118.8,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1189,118.9,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1190,119.0,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1191,119.1,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1192,119.2,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1193,119.3,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1194,119.4,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1195,119.5,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1196,119.6,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1197,119.7,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1198,119.8,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1199,119.9,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1200,120.0,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1201,120.1,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1202,120.2,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1203,120.3,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
1204,120.4,"['note_off', 'note_off']","[0, 0]","[64, 64]","[0, 0]","[2, 3, 4, 5]",ppp,0,2,0,0,0,0
1205,120.5,[],[],[],[],"[2, 3, 4, 5]",,0,0,0,0,0,0
