Sec,Ticks,msg_type,Channel,Notes,Velocities,Tempo,mean_velocity,diff_velocity
30.171415999999862,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[83, 40, 62, 35]","[127, 96, 32, 127]",175.00007291669704,95.5,95.5
30.253558822916528,0.08214282291666666,['note_off'],2,[40],[0],175.00007291669704,-95.5,0.0
30.339273072916527,0,"['note_off', 'note_off']",1,"[62, 35]","[0, 0]",175.00007291669704,0.0,0.0
30.34284449999986,0,"['note_on', 'note_on']",1,"[40, 59]","[96, 32]",175.00007291669704,64.0,64.0
30.424987322916525,0.08214282291666666,['note_off'],0,[40],[0],175.00007291669704,-64.0,0.0
30.510701572916524,0,"['note_off', 'note_off', 'note_off']",0,"[83, 59, 96]","[0, 0, 0]",175.00007291669704,0.0,0.0
30.514272999999857,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']",1,"[84, 40, 98, 74, 71, 38]","[127, 96, 64, 32, 32, 127]",175.00007291669704,79.66666666666667,79.66666666666667
30.596415822916523,0.08214282291666666,['note_off'],0,[40],[0],175.00007291669704,-79.66666666666667,0.0
30.68213007291652,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[84, 74, 71, 38]","[0, 0, 0, 0]",175.00007291669704,0.0,0.0
30.685701499999855,0,"['note_on', 'note_on', 'note_on']",1,"[83, 40, 35]","[127, 96, 127]",175.00007291669704,116.66666666666667,116.66666666666667
30.76784432291652,0.08214282291666666,['note_off'],5,[40],[0],175.00007291669704,-116.66666666666667,0.0
30.85355857291652,0,"['note_off', 'note_off']",1,"[98, 35]","[0, 0]",175.00007291669704,0.0,0.0
30.857129999999852,0,"['note_on', 'note_on']",1,"[40, 95]","[96, 64]",175.00007291669704,80.0,80.0
30.939272822916518,0.08214282291666666,['note_off'],0,[40],[0],175.00007291669704,-80.0,0.0
31.024987072916517,0.08571424999999999,['note_off'],0,[83],[0],175.00007291669704,0.0,0.0
31.02855849999985,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']",1,"[79, 40, 81, 74, 71, 35]","[127, 96, 64, 32, 32, 127]",175.00007291669704,79.66666666666667,79.66666666666667
31.110701322916515,0.08214282291666666,['note_off'],4,[40],[0],175.00007291669704,-79.66666666666667,0.0
31.196415572916514,0,"['note_off', 'note_off']",1,"[81, 35]","[0, 0]",175.00007291669704,0.0,0.0
31.199986999999847,0,"['note_on', 'note_on', 'note_on']",1,"[40, 84, 38]","[96, 64, 127]",175.00007291669704,95.66666666666667,95.66666666666667
31.282129822916513,0.08214282291666666,['note_off'],0,[40],[0],175.00007291669704,-95.66666666666667,0.0
31.367844072916512,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[79, 84, 74, 71, 38]","[0, 0, 0, 0, 0]",175.00007291669704,0.0,0.0
31.371415499999845,0,"['note_on', 'note_on']",1,"[40, 81]","[96, 64]",175.00007291669704,80.0,80.0
31.45355832291651,0.08214282291666666,['note_off'],4,[40],[0],175.00007291669704,-80.0,0.0
31.53927257291651,0,"['note_off', 'note_off']",1,"[81, 95]","[0, 0]",175.00007291669704,0.0,0.0
31.542843999999842,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[38, 60, 96, 35]","[96, 32, 64, 127]",175.00007291669704,79.75,79.75
31.624986822916508,0.08214282291666666,['note_off'],2,[38],[0],175.00007291669704,-79.75,0.0
31.710701072916507,0,"['note_off', 'note_off']",1,"[60, 35]","[0, 0]",175.00007291669704,0.0,0.0
31.71427249999984,0,"['note_on', 'note_on']",1,"[38, 57]","[96, 32]",175.00007291669704,64.0,64.0
31.796415322916506,0.08214282291666666,['note_off'],2,[38],[0],175.00007291669704,-64.0,0.0
31.882129572916504,0.08571424999999999,['note_off'],1,[57],[0],175.00007291669704,0.0,0.0
31.885700999999838,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[38, 72, 69, 38]","[96, 32, 32, 127]",175.00007291669704,71.75,71.75
31.967843822916503,0.08214282291666666,['note_off'],6,[38],[0],175.00007291669704,-71.75,0.0
32.0535580729165,0,"['note_off', 'note_off', 'note_off']",0,"[72, 69, 38]","[0, 0, 0]",175.00007291669704,0.0,0.0
32.05712949999984,0,"['note_on', 'note_on', 'note_on']",1,"[81, 38, 35]","[127, 96, 127]",175.00007291669704,116.66666666666667,116.66666666666667
32.139272322916504,0.08214282291666666,['note_off'],0,[38],[0],175.00007291669704,-116.66666666666667,0.0
32.22498657291651,0,"['note_off', 'note_off']",0,"[81, 35]","[0, 0]",175.00007291669704,0.0,0.0
32.22855799999984,0,"['note_on', 'note_on']",1,"[81, 38]","[127, 96]",175.00007291669704,111.5,111.5
32.31070082291651,0.08214282291666666,['note_off'],0,[38],[0],175.00007291669704,-111.5,0.0
32.39641507291651,0.08571424999999999,['note_off'],0,[81],[0],175.00007291669704,0.0,0.0
32.39998649999985,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",1,"[77, 38, 72, 69, 35]","[127, 96, 32, 32, 127]",175.00007291669704,82.8,82.8
32.482129322916514,0.08214282291666666,['note_off'],9,[38],[0],175.00007291669704,-82.8,0.0
32.567843572916516,0.08571424999999999,['note_off'],1,[35],[0],175.00007291669704,0.0,0.0
32.57141499999985,0,"['note_on', 'note_on']",1,"[38, 38]","[96, 127]",175.00007291669704,111.5,111.5
32.65355782291652,0.08214282291666666,['note_off'],0,[38],[0],175.00007291669704,-111.5,0.0
32.73927207291652,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[77, 72, 69, 38]","[0, 0, 0, 0]",175.00007291669704,0.0,0.0
32.74284349999986,0,"['note_on', 'note_on']",1,"[81, 38]","[127, 96]",175.00007291669704,111.5,111.5
32.82498632291652,0.08214282291666666,['note_off'],0,[38],[0],175.00007291669704,-111.5,0.0
32.910700572916525,0.08571424999999999,['note_off'],0,[81],[0],175.00007291669704,0.0,0.0
32.91427199999986,0,"['note_on', 'note_on', 'note_on']",1,"[79, 36, 35]","[127, 96, 127]",175.00007291669704,116.66666666666667,116.66666666666667
32.99641482291653,0.08214282291666666,['note_off'],9,[36],[0],175.00007291669704,-116.66666666666667,0.0
33.08212907291653,0.08571424999999999,['note_off'],1,[35],[0],175.00007291669704,0.0,0.0
33.08570049999987,0.003571427083333333,['note_on'],1,[36],[96],175.00007291669704,96.0,96.0
33.16784332291653,0.08214282291666666,['note_off'],0,[36],[0],175.00007291669704,-96.0,0.0
33.253557572916534,0.08571424999999999,['note_off'],0,[79],[0],175.00007291669704,0.0,0.0
33.25712899999987,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",1,"[81, 36, 71, 67, 38]","[127, 96, 32, 32, 127]",175.00007291669704,82.8,82.8
33.33927182291654,0.08214282291666666,['note_off'],0,[36],[0],175.00007291669704,-82.8,0.0
33.42498607291654,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[81, 71, 67, 38]","[0, 0, 0, 0]",175.00007291669704,0.0,0.0
33.428557499999876,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[79, 36, 84, 35]","[127, 96, 64, 127]",175.00007291669704,103.5,103.5
33.51070032291654,0,"['note_off', 'note_off']",9,"[36, 84]","[0, 0]",175.00007291669704,-103.5,0.0
33.596414572916544,0.08571424999999999,['note_off'],1,[35],[0],175.00007291669704,0.0,0.0
33.59998599999988,0,"['note_on', 'note_on']",1,"[36, 81]","[96, 64]",175.00007291669704,80.0,80.0
33.682128822916546,0.08214282291666666,['note_off'],0,[36],[0],175.00007291669704,-80.0,0.0
33.76784307291655,0.08571424999999999,['note_off'],0,[79],[0],175.00007291669704,0.0,0.0
33.771414499999885,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",1,"[72, 36, 71, 67, 38]","[127, 96, 32, 32, 127]",175.00007291669704,82.8,82.8
33.85355732291655,0.08214282291666666,['note_off'],0,[36],[0],175.00007291669704,-82.8,0.0
33.93927157291655,0,"['note_off', 'note_off', 'note_off']",0,"[72, 81, 38]","[0, 0, 0]",175.00007291669704,0.0,0.0
33.94284299999989,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[72, 36, 82, 38]","[127, 96, 64, 127]",175.00007291669704,103.5,103.5
34.024985822916555,0,"['note_off', 'note_off']",0,"[36, 82]","[0, 0]",175.00007291669704,-103.5,0.0
34.11070007291656,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[72, 71, 67, 38]","[0, 0, 0, 0]",175.00007291669704,0.0,0.0
34.114271499999894,0,"['note_on', 'note_on', 'note_on', 'note_on']",1,"[76, 36, 83, 38]","[127, 96, 64, 127]",175.00007291669704,103.5,103.5
34.19641432291656,0,"['note_off', 'note_off']",0,"[36, 83]","[0, 0]",175.00007291669704,-103.5,0.0
34.28212857291656,0,"['note_off', 'note_off', 'note_off']",0,"[76, 96, 38]","[0, 0, 0]",175.00007291669704,0.0,0.0
