sec,tick,bpm,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan,tempo
0.229,220,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.23,221,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.231,222,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.232,223,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.233,224,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.234,225,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.235,226,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.236,227,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.237,228,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.238,229,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.239,230,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.24,231,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.241,232,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.242,233,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.243,234,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.244,235,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.245,236,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.246,237,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.247,238,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.248,239,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.25,240,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.251,241,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.252,242,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.253,243,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.254,244,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.255,245,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.256,246,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.257,247,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.258,248,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.259,249,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
0.26,250,120.0,[],[],[],[],ppp,0,0,100,0,0,64,500000
